# sample synthetic data for demonstration purposes only (not real measurement)
# zero_cal_ok=1 zero_cal_mean_mm=5.0002 zero_cal_stddev_mm=0.0009 zero_cal_n=30
elapsed_ms,T1_C,T2_C,T3_C,indicator_mm,disp_mm,spc_valid,fault1,fault2,fault3,cold_junction_1_C,cold_junction_2_C,cold_junction_3_C
303000,64.048,46.868,35.831,5.1255,0.1258,1,0,0,0,24.465,23.873,23.718
304000,63.973,46.891,35.881,5.1296,0.1300,1,0,0,0,24.154,23.779,24.160
305000,64.310,47.012,35.975,5.1305,0.1308,1,0,0,0,24.225,24.683,24.365
306000,64.217,47.110,35.901,5.1303,0.1306,1,0,0,0,23.772,24.546,24.146
307000,64.449,47.149,36.007,5.1302,0.1305,1,0,0,0,24.187,24.140,24.006
308000,64.481,47.254,36.009,5.1302,0.1305,1,0,0,0,24.338,24.342,24.093
309000,64.664,47.269,36.048,5.1318,0.1321,1,0,0,0,23.970,23.332,24.041
310000,64.681,47.252,35.992,5.1331,0.1334,1,0,0,0,24.601,23.764,23.662
311000,64.820,47.504,36.309,5.1300,0.1303,1,0,0,0,24.013,23.859,23.627
312000,64.944,47.445,36.189,5.1329,0.1332,1,0,0,0,24.342,23.929,23.976
313000,64.968,47.489,36.378,5.1316,0.1319,1,0,0,0,24.088,23.853,24.024
314000,65.214,47.622,36.412,5.1322,0.1325,1,0,0,0,24.176,23.235,24.003
315000,65.221,47.635,36.265,5.1299,0.1302,1,0,0,0,23.499,24.116,24.203
316000,65.350,47.747,36.322,5.1323,0.1326,1,0,0,0,24.111,24.163,23.935
317000,65.395,47.880,36.655,5.1321,0.1324,1,0,0,0,23.780,24.481,24.169
318000,65.375,47.952,36.632,5.1330,0.1333,1,0,0,0,23.746,23.764,23.957
319000,65.671,47.923,36.530,5.1323,0.1326,1,0,0,0,24.523,23.739,24.547
320000,65.984,48.027,36.594,5.1341,0.1344,1,0,0,0,23.936,23.196,24.024
321000,65.959,48.224,36.564,5.1345,0.1348,1,0,0,0,23.699,23.912,24.702
322000,65.999,48.248,36.690,5.1355,0.1358,1,0,0,0,23.892,24.270,24.106
323000,66.084,48.446,36.639,5.1334,0.1337,1,0,0,0,23.610,23.816,23.936
324000,66.210,48.445,36.575,5.1338,0.1341,1,0,0,0,24.430,24.643,23.730
325000,66.356,48.513,36.673,5.1370,0.1373,1,0,0,0,23.791,23.923,23.567
326000,66.321,48.381,36.821,5.1352,0.1355,1,0,0,0,24.159,24.044,23.703
327000,66.608,48.623,36.769,5.1388,0.1392,1,0,0,0,24.407,23.591,23.736
328000,66.678,48.628,36.895,5.1379,0.1382,1,0,0,0,23.850,24.086,24.118
329000,66.781,48.658,36.855,5.1386,0.1389,1,0,0,0,24.160,23.406,23.842
330000,66.860,48.786,36.919,5.1403,0.1406,1,0,0,0,23.691,24.208,24.056
331000,66.929,48.918,37.090,5.1384,0.1387,1,0,0,0,24.734,24.217,24.385
332000,67.082,48.952,37.082,5.1383,0.1386,1,0,0,0,24.281,24.408,23.974
333000,67.177,48.911,37.102,5.1405,0.1408,1,0,0,0,23.942,23.694,24.624
334000,67.202,49.110,37.214,5.1406,0.1409,1,0,0,0,23.768,24.048,23.647
335000,67.285,49.069,37.222,5.1396,0.1399,1,0,0,0,23.966,24.169,23.955
336000,67.439,49.207,37.340,5.1427,0.1430,1,0,0,0,23.898,24.133,23.838
337000,67.655,49.234,37.228,5.1405,0.1408,1,0,0,0,24.586,23.740,24.281
338000,67.531,49.310,37.270,5.1409,0.1412,1,0,0,0,23.632,23.282,23.328
339000,67.612,49.457,37.241,5.1413,0.1416,1,0,0,0,24.040,24.104,23.567
340000,67.842,49.382,37.350,5.1402,0.1405,1,0,0,0,23.994,23.954,23.968
341000,67.931,49.689,37.502,5.1428,0.1431,1,0,0,0,23.965,23.830,24.465
342000,68.039,49.456,37.569,5.1445,0.1448,1,0,0,0,23.967,24.229,24.068
343000,68.143,49.622,37.581,5.1436,0.1439,1,0,0,0,23.965,23.987,23.595
344000,68.203,49.768,37.401,5.1431,0.1434,1,0,0,0,24.262,23.604,23.641
345000,68.438,49.853,37.671,5.1438,0.1441,1,0,0,0,24.183,23.421,24.502
346000,68.288,49.866,37.477,5.1440,0.1443,1,0,0,0,24.126,23.661,23.814
347000,68.446,49.937,37.736,5.1454,0.1458,1,0,0,0,23.090,24.718,23.717
348000,68.601,50.042,37.674,5.1456,0.1459,1,0,0,0,24.090,24.217,24.443
349000,68.574,50.058,37.799,5.1444,0.1447,1,0,0,0,23.503,24.057,24.303
350000,68.787,50.255,37.676,5.1459,0.1462,1,0,0,0,24.194,23.946,24.382
351000,69.030,50.278,37.916,5.1469,0.1473,1,0,0,0,24.442,23.926,23.715
352000,68.994,50.348,37.745,5.1445,0.1448,1,0,0,0,23.722,24.350,23.542
353000,69.106,50.268,37.848,5.1465,0.1468,1,0,0,0,23.921,23.853,24.040
354000,69.081,50.406,37.861,5.1432,0.1435,1,0,0,0,23.820,24.173,24.101
355000,69.227,50.455,37.840,5.1475,0.1478,1,0,0,0,24.371,23.895,24.109
356000,69.341,50.465,38.027,5.1482,0.1486,1,0,0,0,24.029,24.582,24.443
357000,69.439,50.641,38.203,5.1492,0.1495,1,0,0,0,24.518,24.223,23.480
358000,69.661,50.635,38.311,5.1480,0.1483,1,0,0,0,24.124,24.374,24.258
359000,69.696,50.797,38.145,5.1491,0.1495,1,0,0,0,24.073,23.825,23.671
360000,69.656,50.725,38.265,5.1508,0.1511,1,0,0,0,24.020,24.317,24.257
361000,69.857,51.014,38.234,5.1516,0.1520,1,0,0,0,24.245,23.906,23.858
362000,69.969,50.870,38.294,5.1495,0.1498,1,0,0,0,23.479,24.033,23.756
363000,70.113,51.025,38.266,5.1502,0.1505,1,0,0,0,24.026,24.491,23.817
364000,70.240,51.136,38.348,5.1522,0.1525,1,0,0,0,23.979,23.687,23.566
365000,70.124,51.093,38.414,5.1481,0.1485,1,0,0,0,24.218,24.061,24.012
366000,70.232,51.272,38.363,5.1504,0.1507,1,0,0,0,23.944,24.131,23.768
367000,70.287,51.171,38.442,5.1528,0.1532,1,0,0,0,23.688,24.156,24.236
368000,70.460,51.450,38.482,5.1532,0.1535,1,0,0,0,24.002,23.865,24.192
369000,70.606,51.400,38.592,5.1526,0.1529,1,0,0,0,23.675,24.626,24.506
370000,70.738,51.416,38.479,5.1499,0.1502,1,0,0,0,23.422,23.612,24.110
371000,70.743,51.504,38.599,5.1524,0.1527,1,0,0,0,24.218,24.438,24.156
372000,70.813,51.658,38.795,5.1523,0.1527,1,0,0,0,24.174,24.365,24.420
373000,70.940,51.611,38.773,5.1538,0.1541,1,0,0,0,24.140,24.570,23.812
374000,70.951,51.662,38.826,5.1523,0.1526,1,0,0,0,24.391,23.524,23.554
375000,71.273,51.768,38.759,5.1526,0.1529,1,0,0,0,23.800,23.739,24.060
376000,71.066,51.756,38.821,5.1508,0.1511,1,0,0,0,23.571,24.448,23.573
377000,71.298,52.059,38.914,5.1568,0.1571,1,0,0,0,23.979,23.437,24.736
378000,71.533,51.932,38.997,5.1546,0.1549,1,0,0,0,23.896,23.518,24.437
379000,71.459,52.108,38.754,5.1553,0.1557,1,0,0,0,23.747,23.854,24.649
380000,71.531,52.121,38.843,5.1554,0.1557,1,0,0,0,23.976,24.058,24.019
381000,71.605,52.089,39.091,5.1542,0.1545,1,0,0,0,23.817,24.478,24.165
382000,71.706,52.231,39.002,5.1542,0.1546,1,0,0,0,23.449,23.944,23.862
383000,71.917,52.357,39.009,5.1552,0.1555,1,0,0,0,23.868,23.818,24.265
384000,71.717,52.343,39.000,5.1553,0.1556,1,0,0,0,23.659,24.093,23.635
385000,72.102,52.516,39.094,5.1580,0.1583,1,0,0,0,24.069,24.141,23.237
386000,71.952,52.565,39.064,5.1561,0.1564,1,0,0,0,23.803,24.132,23.763
387000,72.130,52.620,39.381,5.1608,0.1611,1,0,0,0,24.333,23.947,23.563
388000,72.202,52.572,39.250,5.1595,0.1599,1,0,0,0,24.481,23.413,24.443
389000,72.369,52.585,39.285,5.1595,0.1599,1,0,0,0,24.204,23.725,24.545
390000,72.279,52.684,39.374,5.1584,0.1587,1,0,0,0,23.535,24.426,23.579
391000,72.528,52.811,39.442,5.1616,0.1619,1,0,0,0,24.452,24.056,24.388
392000,72.737,52.901,39.478,5.1595,0.1599,1,0,0,0,24.473,23.903,24.285
393000,72.551,52.746,39.526,5.1593,0.1596,1,0,0,0,24.006,24.335,23.529
394000,72.759,52.981,39.427,5.1602,0.1606,1,0,0,0,24.397,23.661,23.883
395000,72.774,53.056,39.491,5.1613,0.1616,1,0,0,0,23.834,23.932,23.826
396000,72.944,53.083,39.614,5.1617,0.1620,1,0,0,0,23.440,24.041,24.224
397000,72.995,53.270,39.547,5.1604,0.1607,1,0,0,0,23.772,23.868,23.631
398000,73.025,53.261,39.627,5.1605,0.1608,1,0,0,0,24.519,24.030,23.970
399000,73.198,53.394,39.696,5.1629,0.1632,1,0,0,0,23.553,23.944,23.794
400000,73.385,53.333,39.764,5.1633,0.1636,1,0,0,0,24.000,23.580,24.142
401000,73.308,53.486,39.596,5.1616,0.1619,1,0,0,0,24.010,24.054,23.935
402000,73.462,53.603,39.833,5.1606,0.1609,1,0,0,0,23.846,23.601,23.839
403000,73.383,53.638,39.794,5.1626,0.1629,1,0,0,0,23.867,24.050,23.936
404000,73.491,53.506,39.907,5.1639,0.1642,1,0,0,0,24.022,24.412,24.611
405000,73.686,53.634,39.949,5.1663,0.1666,1,0,0,0,23.831,23.916,23.875
406000,73.848,53.687,40.053,5.1623,0.1626,1,0,0,0,23.573,23.649,23.688
407000,73.838,53.814,40.069,5.1638,0.1641,1,0,0,0,24.065,23.962,24.175
408000,73.865,53.890,40.105,5.1641,0.1644,1,0,0,0,24.322,23.750,23.957
409000,73.970,53.828,40.150,5.1668,0.1671,1,0,0,0,24.261,24.178,23.575
410000,73.950,53.961,40.095,5.1649,0.1652,1,0,0,0,23.757,23.956,24.669
411000,74.178,53.853,40.111,5.1637,0.1640,1,0,0,0,23.625,24.513,23.894
412000,74.279,54.190,40.215,5.1669,0.1672,1,0,0,0,23.915,24.349,23.887
413000,74.252,54.093,40.240,5.1653,0.1656,1,0,0,0,24.470,23.954,24.048
414000,74.329,54.198,40.193,5.1643,0.1646,1,0,0,0,24.194,24.215,24.519
415000,74.467,54.228,40.287,5.1652,0.1656,1,0,0,0,24.211,23.882,23.496
416000,74.489,54.404,40.288,5.1696,0.1699,1,0,0,0,24.267,24.010,24.083
417000,74.596,54.145,40.259,5.1671,0.1675,1,0,0,0,24.126,23.892,24.626
418000,74.848,54.429,40.467,5.1680,0.1683,1,0,0,0,24.036,24.230,24.039
419000,74.737,54.481,40.405,5.1673,0.1676,1,0,0,0,24.199,24.430,23.629
420000,74.806,54.512,40.601,5.1686,0.1689,1,0,0,0,23.836,24.240,23.814
421000,74.860,54.745,40.343,5.1688,0.1691,1,0,0,0,23.576,24.277,24.062
422000,75.048,54.595,40.465,5.1690,0.1693,1,0,0,0,24.217,24.277,24.399
423000,75.051,54.786,40.548,5.1692,0.1695,1,0,0,0,24.371,24.165,23.898
424000,75.090,54.811,40.672,5.1707,0.1710,1,0,0,0,23.665,23.658,24.248
425000,75.324,54.942,40.650,5.1700,0.1703,1,0,0,0,24.247,24.510,23.569
426000,75.407,54.846,40.679,5.1685,0.1688,1,0,0,0,24.504,24.541,23.567
427000,75.322,54.898,40.599,5.1689,0.1692,1,0,0,0,23.999,23.930,23.855
428000,75.296,55.103,40.633,5.1672,0.1676,1,0,0,0,23.755,23.889,24.431
429000,75.601,55.107,40.787,5.1740,0.1743,1,0,0,0,24.037,24.184,24.021
430000,75.541,55.007,40.688,5.1718,0.1721,1,0,0,0,23.835,24.165,24.087
431000,75.734,55.145,40.791,5.1700,0.1703,1,0,0,0,23.815,23.939,24.083
432000,75.587,55.276,40.909,5.1710,0.1714,1,0,0,0,24.130,23.625,24.333
433000,75.891,55.370,40.826,5.1710,0.1714,1,0,0,0,23.519,24.092,23.817
434000,75.796,55.306,41.069,5.1744,0.1747,1,0,0,0,23.567,24.165,24.206
435000,76.026,55.184,41.074,5.1701,0.1704,1,0,0,0,24.006,24.218,23.751
436000,76.042,55.516,40.886,5.1728,0.1731,1,0,0,0,23.993,24.105,24.595
437000,76.038,55.434,40.973,5.1724,0.1727,1,0,0,0,24.103,23.919,23.760
438000,76.155,55.427,40.900,5.1739,0.1742,1,0,0,0,24.563,24.298,23.735
439000,76.315,55.418,41.056,5.1730,0.1733,1,0,0,0,24.031,24.020,24.165
440000,76.342,55.766,41.215,5.1715,0.1718,1,0,0,0,24.179,23.861,24.024
441000,76.453,55.768,41.156,5.1738,0.1742,1,0,0,0,23.707,23.946,24.098
442000,76.636,55.796,41.262,5.1733,0.1736,1,0,0,0,24.230,23.476,24.068
443000,76.425,55.982,41.138,5.1747,0.1750,1,0,0,0,23.842,23.945,23.673
444000,76.752,55.978,41.359,5.1776,0.1779,1,0,0,0,24.021,24.207,24.484
445000,76.702,56.112,41.286,5.1729,0.1732,1,0,0,0,23.967,24.102,24.268
446000,76.693,55.927,41.367,5.1740,0.1744,1,0,0,0,24.310,24.456,24.408
447000,76.730,56.092,41.393,5.1749,0.1752,1,0,0,0,23.607,23.921,23.842
448000,76.892,56.021,41.334,5.1751,0.1754,1,0,0,0,23.315,24.146,24.125
449000,77.052,56.188,41.379,5.1775,0.1778,1,0,0,0,23.936,24.238,24.059
450000,77.039,56.241,41.583,5.1765,0.1768,1,0,0,0,24.141,24.703,24.338
451000,77.240,56.367,41.573,5.1780,0.1783,1,0,0,0,24.046,24.043,24.348
452000,77.073,56.376,41.660,5.1763,0.1766,1,0,0,0,24.370,23.687,24.058
453000,77.258,56.477,41.637,5.1780,0.1784,1,0,0,0,24.131,24.254,23.545
454000,77.229,56.539,41.657,5.1790,0.1793,1,0,0,0,23.831,24.560,24.534
455000,77.428,56.710,41.542,5.1772,0.1775,1,0,0,0,23.302,23.903,24.167
456000,77.539,56.567,41.694,5.1796,0.1799,1,0,0,0,23.929,24.252,23.817
457000,77.503,56.572,41.748,5.1785,0.1788,1,0,0,0,24.308,24.369,24.122
458000,77.397,56.721,41.941,5.1805,0.1808,1,0,0,0,23.882,24.305,23.547
459000,77.690,56.692,41.874,5.1789,0.1792,1,0,0,0,24.008,24.038,24.317
460000,77.778,56.929,41.977,5.1805,0.1809,1,0,0,0,24.126,23.790,23.559
461000,77.843,56.842,41.936,5.1798,0.1801,1,0,0,0,23.695,23.976,23.934
462000,77.978,56.874,41.866,5.1798,0.1802,1,0,0,0,24.187,24.138,24.073
463000,77.861,56.936,41.967,5.1805,0.1808,1,0,0,0,24.491,24.272,24.312
464000,78.069,57.085,42.011,5.1816,0.1819,1,0,0,0,23.948,24.100,24.032
465000,78.177,57.069,41.951,5.1790,0.1793,1,0,0,0,23.661,23.886,24.190
466000,78.007,57.084,42.030,5.1829,0.1832,1,0,0,0,23.980,24.167,23.992
467000,78.242,57.322,42.078,5.1789,0.1792,1,0,0,0,23.333,24.258,23.990
468000,78.243,57.174,42.257,5.1806,0.1809,1,0,0,0,24.101,24.114,24.026
469000,78.343,57.299,41.997,5.1815,0.1818,1,0,0,0,24.136,23.749,23.943
470000,78.444,57.402,42.294,5.1831,0.1834,1,0,0,0,24.503,23.946,23.494
471000,78.443,57.272,42.156,5.1844,0.1847,1,0,0,0,23.942,24.284,23.770
472000,78.494,57.494,42.156,5.1797,0.1801,1,0,0,0,24.123,23.585,24.073
473000,78.616,57.425,42.394,5.1822,0.1825,1,0,0,0,23.742,23.372,23.925
474000,78.592,57.628,42.392,5.1801,0.1805,1,0,0,0,23.893,24.452,23.953
475000,78.658,57.538,42.468,5.1834,0.1837,1,0,0,0,23.542,24.153,23.903
476000,78.864,57.723,42.465,5.1845,0.1848,1,0,0,0,23.942,24.182,23.741
477000,78.783,57.809,42.600,5.1867,0.1870,1,0,0,0,23.908,23.677,23.852
478000,78.993,57.842,42.514,5.1848,0.1851,1,0,0,0,24.090,24.221,23.908
479000,79.041,57.846,42.490,5.1862,0.1865,1,0,0,0,23.813,24.083,24.002
480000,78.930,57.859,42.564,5.1855,0.1858,1,0,0,0,24.025,23.525,24.118
481000,79.078,57.884,42.670,5.1844,0.1847,1,0,0,0,23.900,24.427,23.946
482000,79.292,58.100,42.542,5.1835,0.1838,1,0,0,0,23.901,24.048,23.691
483000,79.182,57.979,42.586,5.1857,0.1860,1,0,0,0,24.024,23.881,23.581
484000,79.287,58.004,42.647,5.1834,0.1837,1,0,0,0,24.012,23.887,24.779
485000,79.424,58.192,42.536,5.1880,0.1883,1,0,0,0,24.228,23.395,23.661
486000,79.513,58.126,42.749,5.1861,0.1864,1,0,0,0,23.964,24.178,23.844
487000,79.493,58.166,42.621,5.1880,0.1883,1,0,0,0,23.895,24.079,24.155
488000,79.528,58.178,42.809,5.1859,0.1862,1,0,0,0,23.946,23.942,24.108
489000,79.753,58.306,42.908,5.1878,0.1881,1,0,0,0,23.786,24.384,24.156
490000,79.840,58.390,42.834,5.1879,0.1882,1,0,0,0,23.892,23.585,23.867
491000,79.842,58.467,43.039,5.1880,0.1883,1,0,0,0,24.609,23.821,24.072
492000,79.832,58.575,42.822,5.1872,0.1876,1,0,0,0,23.726,23.745,24.018
493000,79.823,58.592,43.067,5.1889,0.1892,1,0,0,0,23.916,23.916,23.906
494000,79.883,58.586,43.059,5.1870,0.1873,1,0,0,0,23.884,24.020,24.074
495000,80.052,58.636,42.901,5.1867,0.1870,1,0,0,0,23.926,24.129,24.317
496000,80.105,58.743,43.288,5.1913,0.1916,1,0,0,0,23.901,23.896,23.993
497000,80.245,58.855,43.099,5.1906,0.1910,1,0,0,0,24.084,23.737,23.995
498000,80.246,58.814,43.067,5.1895,0.1898,1,0,0,0,23.487,24.506,24.320
499000,80.134,58.817,43.057,5.1917,0.1921,1,0,0,0,24.311,24.723,24.288
500000,80.399,NaN,43.185,5.1895,0.1898,1,0,1,0,24.190,24.043,24.475
501000,80.296,NaN,43.226,5.1918,0.1921,1,0,1,0,23.627,23.773,23.473
502000,80.405,NaN,43.277,5.1908,0.1911,1,0,1,0,23.319,24.443,24.272
503000,80.516,59.102,43.278,5.1892,0.1895,1,0,0,0,23.707,23.566,24.180
504000,80.715,59.152,43.385,5.1941,0.1944,1,0,0,0,23.927,23.900,23.734
505000,80.864,59.145,43.336,5.1930,0.1933,1,0,0,0,24.774,23.791,24.075
506000,80.723,59.318,43.245,5.1913,0.1916,1,0,0,0,24.163,23.652,24.315
507000,80.719,59.216,43.420,5.1926,0.1929,1,0,0,0,23.458,23.916,23.751
508000,80.835,59.381,43.276,5.1912,0.1916,1,0,0,0,23.793,23.741,24.133
509000,80.923,59.351,43.526,5.1935,0.1939,1,0,0,0,23.984,24.004,24.261
510000,80.885,59.355,43.452,5.1885,0.1889,1,0,0,0,24.076,24.008,23.679
511000,81.112,59.500,43.576,5.1915,0.1918,1,0,0,0,23.606,23.814,23.957
512000,81.045,59.535,43.700,5.1946,0.1949,1,0,0,0,23.960,23.889,24.090
513000,81.125,59.580,43.551,5.1928,0.1931,1,0,0,0,23.785,23.931,23.761
514000,81.196,59.607,43.745,5.1939,0.1942,1,0,0,0,23.669,24.243,23.736
515000,81.235,59.646,43.657,5.1916,0.1919,1,0,0,0,24.078,23.955,23.959
516000,81.326,59.889,43.865,5.1973,0.1977,1,0,0,0,24.232,24.247,24.240
517000,81.267,59.842,43.727,5.1960,0.1963,1,0,0,0,24.252,24.176,24.193
518000,81.329,59.854,43.722,5.1940,0.1943,1,0,0,0,24.172,24.171,23.742
519000,81.342,59.853,43.876,5.1939,0.1943,1,0,0,0,23.851,24.416,24.196
520000,81.523,59.973,43.818,5.1965,0.1968,1,0,0,0,24.214,23.664,23.749
521000,81.606,59.983,43.818,5.1981,0.1984,1,0,0,0,24.093,23.858,23.517
522000,81.637,59.992,43.879,5.1967,0.1970,1,0,0,0,24.040,24.529,23.890
523000,81.791,60.013,43.946,5.1989,0.1993,1,0,0,0,23.816,23.923,24.337
524000,81.713,60.079,44.089,5.1945,0.1949,1,0,0,0,23.851,23.155,24.197
525000,81.823,59.880,43.858,5.1941,0.1944,1,0,0,0,24.022,23.939,24.000
526000,81.738,60.199,44.047,5.1944,0.1947,1,0,0,0,24.732,24.040,23.875
527000,81.850,60.191,44.127,5.1971,0.1974,1,0,0,0,24.090,23.215,23.883
528000,81.992,60.405,44.124,5.1974,0.1977,1,0,0,0,23.817,24.400,24.033
529000,82.060,60.327,44.245,5.1970,0.1973,1,0,0,0,23.750,23.786,23.679
530000,82.024,60.278,44.166,5.1982,0.1985,1,0,0,0,23.852,24.099,23.896
531000,82.096,60.416,44.189,5.1992,0.1995,1,0,0,0,24.653,23.932,23.935
532000,82.036,60.384,44.283,5.1951,0.1954,1,0,0,0,23.880,23.613,23.595
533000,82.183,60.553,44.275,5.1970,0.1973,1,0,0,0,24.272,23.679,23.748
534000,82.337,60.585,44.268,5.1995,0.1998,1,0,0,0,23.887,23.719,24.123
535000,82.367,60.686,44.372,5.1979,0.1983,1,0,0,0,24.078,24.326,24.003
536000,82.415,60.593,44.310,5.1972,0.1975,1,0,0,0,24.238,23.956,23.907
537000,82.433,60.706,44.344,5.2003,0.2006,1,0,0,0,23.828,23.843,23.727
538000,82.483,60.641,44.383,5.1968,0.1971,1,0,0,0,23.808,23.720,24.473
539000,82.484,60.853,44.564,5.1990,0.1993,1,0,0,0,24.498,24.359,23.749
540000,82.646,60.885,44.230,5.1998,0.2001,1,0,0,0,24.295,24.439,24.075
541000,82.677,60.930,44.550,5.1990,0.1994,1,0,0,0,24.237,24.355,23.854
542000,82.736,60.937,44.553,5.2012,0.2015,1,0,0,0,24.236,24.148,24.011
543000,82.707,61.016,44.447,5.1991,0.1994,1,0,0,0,24.138,24.087,24.137
544000,82.630,61.157,44.637,5.2026,0.2029,1,0,0,0,24.605,23.635,23.589
545000,82.943,61.053,44.682,5.2006,0.2009,1,0,0,0,24.013,23.926,23.998
546000,82.869,61.133,44.722,5.2019,0.2022,1,0,0,0,24.173,23.795,24.357
547000,82.891,61.081,44.494,5.2016,0.2019,1,0,0,0,23.565,23.452,24.528
548000,83.068,61.144,44.846,5.2005,0.2008,1,0,0,0,23.753,24.317,23.961
549000,83.033,61.267,44.709,5.1983,0.1986,1,0,0,0,23.640,23.791,24.013
550000,83.201,61.393,44.854,5.2027,0.2030,1,0,0,0,24.382,24.359,24.663
551000,83.217,61.330,44.889,5.2022,0.2025,1,0,0,0,23.234,24.265,24.340
552000,83.274,61.378,44.791,5.2030,0.2033,1,0,0,0,23.879,24.167,23.815
553000,83.162,61.409,44.944,5.2019,0.2022,1,0,0,0,23.102,24.184,23.814
554000,83.419,61.445,44.892,5.2020,0.2023,1,0,0,0,23.751,23.815,24.287
555000,83.394,61.556,44.787,5.2057,0.2060,1,0,0,0,23.853,24.557,23.697
556000,83.395,61.458,45.077,5.2007,0.2010,1,0,0,0,24.415,24.013,24.326
557000,83.487,61.726,44.953,5.2045,0.2049,1,0,0,0,24.119,24.091,24.100
558000,83.384,61.615,44.977,5.2022,0.2025,1,0,0,0,23.750,23.805,24.155
559000,83.609,61.771,45.044,5.2034,0.2037,1,0,0,0,24.320,23.721,23.923
560000,83.544,61.656,45.128,5.2032,0.2035,1,0,0,0,24.005,24.143,23.811
561000,83.569,61.856,45.132,5.2029,0.2032,1,0,0,0,24.011,24.065,24.439
562000,83.605,61.901,45.211,5.2053,0.2056,1,0,0,0,23.639,23.763,23.926
563000,83.866,61.923,45.091,5.2067,0.2071,1,0,0,0,23.703,23.568,23.877
564000,83.776,61.857,45.169,5.2052,0.2055,1,0,0,0,23.752,23.619,23.976
565000,83.999,62.001,45.250,5.2054,0.2057,1,0,0,0,24.014,24.359,24.058
566000,83.883,61.931,45.441,5.2038,0.2041,1,0,0,0,24.023,23.816,23.691
567000,83.838,62.050,45.310,5.2060,0.2063,1,0,0,0,24.463,23.898,23.831
568000,83.935,62.196,45.437,5.2091,0.2094,1,0,0,0,24.116,24.435,23.815
569000,84.172,62.222,45.383,5.2056,0.2060,1,0,0,0,23.188,23.663,24.254
570000,84.109,62.203,45.372,5.2055,0.2058,1,0,0,0,24.079,23.782,23.734
571000,84.127,62.168,45.421,5.2052,0.2056,1,0,0,0,23.565,23.769,23.473
572000,84.232,62.342,45.457,5.2059,0.2063,1,0,0,0,23.710,24.485,23.410
573000,84.308,62.335,45.549,5.2028,0.2031,1,0,0,0,23.756,24.598,23.559
574000,84.405,62.192,45.641,5.2075,0.2078,1,0,0,0,23.801,24.225,24.408
575000,84.480,62.484,45.590,5.2063,0.2066,1,0,0,0,23.587,24.235,24.005
576000,84.383,62.463,45.686,5.2051,0.2054,1,0,0,0,24.061,23.826,24.150
577000,84.353,62.604,45.544,5.2087,0.2090,1,0,0,0,23.577,24.584,24.161
578000,84.474,62.464,45.618,5.2059,0.2062,1,0,0,0,24.107,24.080,24.017
579000,84.575,62.341,45.623,5.2070,0.2073,1,0,0,0,24.671,24.256,23.978
580000,84.525,62.660,45.736,5.2104,0.2107,1,0,0,0,23.601,23.968,24.313
581000,84.573,62.704,45.712,5.2062,0.2066,1,0,0,0,23.915,23.920,24.044
582000,84.724,62.589,45.828,5.2062,0.2065,1,0,0,0,23.243,24.499,24.420
583000,84.739,62.689,45.725,5.2090,0.2093,1,0,0,0,23.910,24.162,24.186
584000,84.792,63.030,45.833,5.2113,0.2116,1,0,0,0,24.193,24.435,23.815
585000,84.776,62.828,45.914,5.2069,0.2072,1,0,0,0,24.216,24.077,23.851
586000,84.865,62.954,45.724,5.2100,0.2103,1,0,0,0,24.023,23.745,23.782
587000,84.855,62.886,46.088,5.2106,0.2109,1,0,0,0,24.267,23.825,24.365
588000,85.047,62.813,45.925,5.2066,0.2069,1,0,0,0,24.764,24.031,23.878
589000,85.104,63.009,45.815,5.2112,0.2115,1,0,0,0,24.514,23.812,23.760
590000,84.920,63.044,46.020,5.2114,0.2117,1,0,0,0,23.843,23.668,24.096
591000,85.039,63.076,46.039,5.2099,0.2102,1,0,0,0,23.565,24.360,23.971
592000,85.039,63.141,46.059,5.2124,0.2127,1,0,0,0,23.878,23.837,24.088
593000,85.152,63.213,46.174,5.2127,0.2131,1,0,0,0,23.716,24.041,24.567
594000,85.243,63.222,46.184,5.2114,0.2117,1,0,0,0,24.135,24.089,24.274
595000,85.179,63.175,46.178,5.2103,0.2106,1,0,0,0,23.646,23.824,24.008
596000,85.266,63.357,46.219,5.2101,0.2104,1,0,0,0,23.978,24.435,23.577
597000,85.305,63.204,46.204,5.2112,0.2116,1,0,0,0,24.251,23.665,23.850
598000,85.446,63.237,46.384,5.2127,0.2130,1,0,0,0,23.970,24.078,24.213
599000,85.480,63.502,46.152,5.2116,0.2119,1,0,0,0,23.716,24.074,23.649
600000,85.461,63.525,46.311,5.2091,0.2094,1,0,0,0,24.352,23.984,24.642
601000,85.578,63.521,46.334,5.2145,0.2148,1,0,0,0,23.436,23.611,24.004
602000,85.564,63.456,46.423,5.2128,0.2132,1,0,0,0,23.902,24.261,24.015
603000,85.630,63.552,46.319,5.2121,0.2125,1,0,0,0,23.988,24.223,23.800
604000,85.830,63.629,46.276,5.2144,0.2147,1,0,0,0,24.005,23.797,24.149
605000,85.847,63.564,46.457,5.2156,0.2159,1,0,0,0,24.054,24.212,23.653
606000,85.679,63.673,46.496,5.2091,0.2094,1,0,0,0,24.183,24.112,24.649
607000,85.893,63.825,46.622,5.2148,0.2151,1,0,0,0,23.989,23.616,24.395
608000,85.935,63.928,46.430,5.2120,0.2123,1,0,0,0,23.890,23.744,24.295
609000,85.822,63.822,46.653,5.2148,0.2151,1,0,0,0,23.878,24.341,23.583
